domain,category,job_link,job_title,company,job_family,text_snippet,relevant_skills,tag_present,text_present
Problem-Solving And Critical Thinking,tag_only,https://www.linkedin.com/jobs/view/clinical-lab-scientist-new-graduates-at-uva-health-3758986538,Clinical Lab Scientist - New Graduates,UVA Health,Other,"Job Description Summary
This position qualifies for the UVA Medical Center Clinical Ladder. The salary range reflected in this job posting is for an Clinical Lab Scientist 1.
Responsible for performing complex procedures for clinical diagnostic purposes.
Performs patient and Quality Control (QC) testing
Develops skills and maintains competency in assigned laboratory areas.
Maintains proper inventories and correctly uses supplies and reagents.
Monitors equipment performance diagnoses malfunctions",,True,False
Problem-Solving And Critical Thinking,tag_only,https://ca.linkedin.com/jobs/view/senior-network-engineer-at-ellisdon-3782568802,Senior Network Engineer,EllisDon,Other,"Connect with us
LinkedIn
,
Instagram
,
Facebook
,
Twitter
Thinking about a change?
We recognize that the construction industry is changing at a rapid pace and we continually strive to be at the forefront. Our core
values
empower people to deliver great careers to one another and develop creative solutions for complex problems on some of the most exciting projects. It doesn’t matter what your expertise and craft is – there are no boundaries. We are a group of professionals with a variety of exper",,True,False
Problem-Solving And Critical Thinking,tag_only,https://www.linkedin.com/jobs/view/jde-business-analyst-aerospace-at-trelleborg-group-3723380114,JDE Business Analyst - Aerospace,Trelleborg Group,Other,"Trelleborg is a world leader in engineered polymer solutions for almost every industry on the planet. And we are where we are because our talents brought us here. By specializing in the polymer engineering that makes innovation and application possible, Trelleborg works closely with leading industry brands to accelerate their performance, drive their business forward—and along the way, shape the industry and progress that will benefit humankind in the exciting years ahead. Our people are Shaping",,True,False
Problem-Solving And Critical Thinking,tag_only,https://www.linkedin.com/jobs/view/sr-director-software-engineering-devops-sre-at-jobs-for-humanity-3804059536,"Sr. Director, Software Engineering - DevOps & SRE",Jobs for Humanity,Other,"Company Description
Jobs for Humanity is partnering with Capital One to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf or Hard of Hearing, Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. This position is open to candidates who reside in and have the legal right to work in the country where the job is ",,True,False
Problem-Solving And Critical Thinking,tag_only,https://www.linkedin.com/jobs/view/protection-control-engineer-substations-at-infrarec-3799421652,Protection & Control Engineer (Substations),InfraRec.,Other,"We are looking for Protection and Control Engineers who will be responsible for the design, construction, and maintenance of substations. The ideal candidate will have a strong understanding of substation design, construction, and maintenance practices. They will also have experience with substation automation and control systems.
Responsibilities
Design substations in accordance with industry standards and specifications
Oversee the construction of substations
Maintain substations to ensure the",,True,False
Problem-Solving And Critical Thinking,tag_only,https://www.linkedin.com/jobs/view/systems-engineer-iii-at-dezign-concepts-3802763308,Systems Engineer III,Dezign Concepts,Other,"20240105-086-01
Active (NSA) Top Secret Clearance with Poly Required
Salary Range: Up to $200K
**salary is commensurate with education and experience**
Job Summary
Develops system architecture and system design documentation. Guides system development and implementation planning through assessment or preparation of system engineering management plans and system integration and test plans. Interacts with the Government regarding Systems Engineering technical considerations and for associated prob",,True,False
Problem-Solving And Critical Thinking,tag_only,https://www.linkedin.com/jobs/view/backend-engineer-at-chime-3720232716,Backend Engineer,Chime,SWE,"About The Role
Chime is looking for engineers to join our multifaceted and fast growing team, where you will work on APIs that power our member facing products and iterate on our banking platform. You will own projects from end-to-end by influencing architecture, implementing APIs and maintaining the ongoing health of the code.
The base salary offered for this role and level of experience will begin at $119,000 and up to $232,200. Full-time employees are also eligible for a bonus, competitive eq",,True,False
Problem-Solving And Critical Thinking,tag_only,https://www.linkedin.com/jobs/view/staff-engineer-electrical-at-edgewell-personal-care-3799837500,Staff Engineer - Electrical,Edgewell Personal Care,Other,"Edgewell is a global team of over 6,000 visionaries, doers and makers. Our secret is people, and we have an inspiring and collaborative global force of them. Our portfolio of over 25 brands touches lives in more than 50 countries by making useful things joyful. Together, we reimagine good mornings and endless summers, strive for more sustainable ways to beautify and bond, and do it all with not only confidence but determination.
Position Summary
The Staff Engineer – Electrical provides electrica",,True,False
Problem-Solving And Critical Thinking,tag_only,https://www.linkedin.com/jobs/view/sql-developer-at-pinnacle-partners-inc-3799953139,SQL Developer,"Pinnacle Partners, Inc",SWE,"Pinnacle Partners is assisting our client in their search for a SQL Developer to join their team in the Indianapolis, IN area. This successful resource will be responsible for providing system support while developing reports.
RESPONSIBILITIES:
Develop reports and other SQL needs for applications
Run queries, write SQL scripts, load balancing, installations, and tuning as needed
Provide software support and write business rules
Troubleshoot database and application issues as needed
Collaborate t",,True,False
Problem-Solving And Critical Thinking,text_only,https://www.linkedin.com/jobs/view/physical-substation-electrical-engineer-at-luzco-technologies-llc-3787799871,Physical Substation Electrical Engineer,LUZCO Technologies LLC,Other,"Looking for a familia?
LUZCO Technologies, LLC is looking for a spirited candidate to join our passionate, ever-growing team. LUZCO is an award-winning Energy & Utilities Consulting Firm, offering project management services, engineering design services, and transmission and distribution engineering services.
You're more than an employee. You're a familia member. As a member of the familia, we make sure this is more than just a job.
Benefits: Comprehensive medical, dental, and vision insurance, ",,False,True
Problem-Solving And Critical Thinking,text_only,https://www.linkedin.com/jobs/view/full-stack-engineer-at-talint-3804319372,Full Stack Engineer,Talint,Other,"Talint
's client, a management consulting firm provides technology services and delivers deep-tech/innovation for a variety of mission-critical fields to support U.S. National Security, is a fast growing, employee focused company. They are actively hiring IT engineering experts looking for a challenging yet rewarding career path in the Intelligence Community (IC).
Our client has an immediate need for a
Full-Stack Engineer
. This person will help with the design and implement all levels of the so",,False,True
Problem-Solving And Critical Thinking,text_only,https://www.linkedin.com/jobs/view/distinguished-engineer-card-tech-at-jobs-for-humanity-3804057703,"Distinguished Engineer, Card Tech",Jobs for Humanity,Other,"Company Description
Jobs for Humanity is partnering with Capital One to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf or Hard of Hearing, Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. This position is open to candidates who reside in and have the legal right to work in the country where the job is ",,False,True
Problem-Solving And Critical Thinking,text_only,https://www.linkedin.com/jobs/view/sr-data-engineer-at-latitude-inc-3787730196,Sr. Data Engineer,Latitude Inc,Data Science,"SENIOR DATA ENGINEER DATA OVERVIEW OF RESPONSIBILITIES
:
The Senior Data Engineer role is responsible for overseeing the data engineering activities, including but not limited to building the business’ data collection systems and processing pipelines, building and maintaining optimized and highly available data pipelines that facilitate deeper analysis and reporting by the Data Science and Analytics departments.
The Senior Data Engineer is involved in various phases of data science initiatives, ",,False,True
Problem-Solving And Critical Thinking,text_only,https://www.linkedin.com/jobs/view/scrum-master-with-security-clearance-at-clearancejobs-3783027833,Scrum Master with Security Clearance,ClearanceJobs,Security,"Job Number: R0186521 Scrum Master
The Opportunity: As a scrum master, you're passionate about outcomes and supporting a development team that's modernizing critical projects. You know the importance of Agile best practices and how to combat challenges early to get work done. We need a scrum master like you to create solutions that'll help us impact the Defense and National Security industries. On our team, you'll work with an engineering team as a scrum master to facilitate Agile best practices ",,False,True
Problem-Solving And Critical Thinking,text_only,https://uk.linkedin.com/jobs/view/senior-network-engineer-at-the-thought-exchange-llc-center-for-personal-achievement-3804023250,Senior Network Engineer,"The Thought Exchange, LLC Center for Personal Achievement",Other,"Location: Central London
Up to £75,000 PA
Senior Network Engineer sought by a well-known and public-facing organisation of circa 1200 IT end-users, with numerous sites spread across the county. The business is involved in significant, complex and critical logistical operations, providing services to hundreds-of-thousands.
As Senior Network Engineer, you will assume responsibility for the management of reasonably complex Local and Wide Area Networks, WiFi, VPN's and VoIP Telephony for the busines",,False,True
Problem-Solving And Critical Thinking,text_only,https://www.linkedin.com/jobs/view/senior-business-initiatives-process-analyst-at-midfirst-bank-3797233557,Senior Business Initiatives Process Analyst,MidFirst Bank,Other,"The Business Process Analyst is a management track-level position within Midland Mortgage, a Division of MidFirst Bank’s, Business Initiatives team, where you will present recommendations for process redesign, project manage agreed upon initiatives, and build your leadership skills. In this role, you will have the opportunity to work with senior management and make a positive impact in the Company by pursuing your creative ideas, managing them to resolution, and building valuable relationships a",,False,True
Problem-Solving And Critical Thinking,text_only,https://www.linkedin.com/jobs/view/data-analyst-bi-at-permian-resources-3800476466,Data Analyst - BI,Permian Resources,Data Science,"Permian Resources (NYSE: PR) is currently seeking a Data Analyst. Reporting to the Sr. Director of Data & Analytics, the Data Analyst will be responsible for providing the below responsibilities.
General Responsibilities
Integrated member of the Data & Analytics Team responsible for providing data visualization support to all the business teams at Permian Resources
Help optimize, develop and maintain a variety of Spotfire reports
Analyze datasets to help with KPIs, benchmarking and finding busin",,False,True
Problem-Solving And Critical Thinking,text_only,https://www.linkedin.com/jobs/view/senior-traffic-engineer-at-alliant-engineering-inc-3802167368,Senior Traffic Engineer,"Alliant Engineering, Inc.",Other,"You deserve a job that you feel proud of, where you can channel your knowledge and skills into projects that positively affect communities, and where you design your own path. This is Alliant. Become an employee-owner of a growing engineering and consulting firm where we strive to provide a diverse and equitable culture of support and opportunities. Our success is driven by our employee-owners, and we’re excited to have you be a part of it.
The Impact You'll Have:
Alliant Engineering, is looking",,False,True
Problem-Solving And Critical Thinking,text_only,https://www.linkedin.com/jobs/view/staff-survivability-engineer-level-5-at-northrop-grumman-3795905930,Staff Survivability Engineer (Level 5),Northrop Grumman,Other,"At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to ",,False,True
Time Management And Organizational Skills,both,https://www.linkedin.com/jobs/view/civil-engineer-eit-at-stantec-3805525595,Civil Engineer - EIT,Stantec,Other,"Civil Engineer - EIT - ( 2400000N )
Description
Many of the world’s top engineers and scientists come together in our Water business because they view a community’s interaction with water a bit differently—as a single holistic system, rather than unconnected networks divided by jurisdictional boundaries. Working throughout the hydrologic cycle, we are delivering sustainable solutions to make sure water is where it should be and available when needed. Our experts guide our work with scientific ri",,True,True
Time Management And Organizational Skills,both,https://ca.linkedin.com/jobs/view/senior-roadway-engineer-team-lead-at-exp-3737679642,Senior Roadway Engineer/Team Lead,EXP,Other,"Job Description
Senior Roadway Engineer/Team Lead
Ontario Region (Ottawa, Kingston, Brampton, Markham, or London)
At EXP, we’re driven to provide innovative solutions for the world’s built and natural environments. As a team of engineers, architects, designers, scientists, creators and a community of professionals, we bring diverse and talented people together to solve the world’s most complex challenges. Here, you join a team that leverages differences, harnesses their entrepreneurial spirit in",,True,True
Time Management And Organizational Skills,both,https://uk.linkedin.com/jobs/view/senior-adoptions-amp-amp-agreements-engineer-hybrid-working-at-optima-plus-recruitment-3789375726,Senior Adoptions &amp;amp; Agreements Engineer *Hybrid Working,Optima Plus Recruitment,Other,"Location : Kettering or Work From Home
Duration of assignment: 12 weeks
Working hours: Monday to Friday - 37 hours
Rate: £18.19 per hour PAYE or £23.65 per hour Umbrella
Overall purpose of the post
In conjunction with the Development Liaison Manager to be responsible for undertaking technical audits and technical checks of developer submissions, provide expert highway and engineering advice on planning applications, road adoption or highway works agreements
A significant part of the Highways and",,True,True
Time Management And Organizational Skills,both,https://www.linkedin.com/jobs/view/financial-reporting-analyst-at-robert-half-3804211522,Financial Reporting Analyst,Robert Half,Other,"Description
This position will be responsible for partnering with key business managers to ensure compliance with GAAP, internal controls, reporting and accounting responsibilities while implementing efficiency improvements through organizational review and software implementations.
Essential Functions
Conducts timely and accurate recording and reporting of key periodic operating and financial metrics
Review operational accounting duties performed by the accountants
Assist in the monthly, quarte",,True,True
Time Management And Organizational Skills,both,https://www.linkedin.com/jobs/view/system-engineer-senior-at-general-dynamics-information-technology-3804781114,System Engineer Senior,General Dynamics Information Technology,Other,"Job Description:
Type of Requisition:
Regular
Clearance Level Must Currently Possess:
Secret
Clearance Level Must Be Able To Obtain:
Top Secret
Suitability:
Public Trust/Other Required:
Job Family:
Systems Engineering
Skills:
Job Qualifications:
Information Technology (IT) Systems, Technical Troubleshooting, Ticket Management
Certifications:
CompTIA - Security+ - CompTIA
Experience:
5 + years of related experience
US Citizenship Required:
No
Job Description:
At GDIT, people are our differentiato",,True,True
Time Management And Organizational Skills,both,https://www.linkedin.com/jobs/view/civil-engineer-senior-stormwater-at-city-of-atlanta-3801850140,"Civil Engineer, Senior ( Stormwater)",City of Atlanta,Other,"Job Description
Posting Expires: January 23, 2024
Salary range: $56,614 - $94,288
At the City of Atlanta, we are passionate about building and improving our community. Our police officers, firefighters and building inspectors keep our citizens safe. Our Public Works staff keeps our City clean and helps maintain, build and improve our City’s infrastructure. Our City planners help envision and shape future City growth. Our Parks & Recreation professionals enhance our quality of life.
Our engineers",,True,True
Time Management And Organizational Skills,both,https://www.linkedin.com/jobs/view/assistant-project-manager-top-multifamily-developer-builder-at-cybercoders-3768476702,Assistant Project Manager - Top Multifamily Developer Builder,CyberCoders,SWE,"We are one of the top multi-family development companies in Denver with our own in house construction team and have a strong pipeline of high-rise and mid rise multifamily apartment and build to rent projects for the next 4 years. We are looking for a strong Sr. Project Engineer or newer APM with experience in multi-family to work in our Denver office as we continue to grow.
What You Will Be Doing
The APMs role is to assist the Project Manager, and other jobsite staff members, with project admin",,True,True
Time Management And Organizational Skills,both,https://www.linkedin.com/jobs/view/business-analyst-data-management-at-allnessjobs-3793680373,Business Analyst - Data Management,Allnessjobs,Other,"Business Analyst - Data Management
ONLY AUSTIN TX candidates will be considered
US Citizens Only
Location: Austin, TX (2 days/week work from Office)
Client: State of Texas
Exp: Minimum 9+ Years Must
This person is a key member of the TXDOT Data Management team and will be responsible for building the product backlog for TxDOT's analytical platform.
The resource will be responsible for working with the business and understanding its requirements, translating the requirements into technical specif",,True,True
Time Management And Organizational Skills,both,https://www.linkedin.com/jobs/view/engineer-transport-iv-at-avani-tech-solutions-private-limited-3746848348,Engineer-Transport - IV,Avani Tech Solutions Private Limited,Other,"Description
1x per week onsite
Job Posting Details
Richardson is preferred, mgr will consider other areas with an experienced candidate
After receiving market-level plans, customer capacity requirements and internal transport requirements the transport engineer is responsible for timely creation and action on individual Capacity Creation Requests (CCRs) to initiate US domestic network transport builds across both ULH and OTN Mesh networks.
Applicant must have extensive logical (not physical) kno",,True,True
Time Management And Organizational Skills,both,https://www.linkedin.com/jobs/view/business-analyst-at-stellent-it-3793662259,Business analyst,Stellent IT,Other,"About The Job
NO H1B
Business Analyst (with financial/banking background experience and API experience are a must)
Location: fully onsite in Berkeley Heights, NJ or Alpharetta, GA
Visa: GC/USC
You'll Get The Chance To
Work with senior management and investment professionals in all sectors, presenting the opportunity to develop a deep understanding of our business.
Conceptualize, prepare, and execute large scale projects.
Perform financial and strategic analysis.
Record, capture, and understand d",,True,True
Time Management And Organizational Skills,tag_only,https://au.linkedin.com/jobs/view/senior-civil-engineer-at-talent-solutions-australia-3792246600,Senior Civil Engineer,Talent Solutions Australia,Other,"The Opportunity
Are you wanting to break away from the demanding world of the tier 1 design engineering consultancies to get a better work/life balance for you and your family, yet still work on landmark projects?
Talent Solutions Australia are pleased to be supporting our client in the recruitment of two Senior Civil Engineers to join their thriving engineering teams overseeing either the design of land development or airport and transport infrastructure projects, both local and interstate.
Opp",,True,False
Time Management And Organizational Skills,tag_only,https://www.linkedin.com/jobs/view/highway-engineer-at-faller-davis-associates-inc-3799275851,Highway Engineer,"Faller, Davis & Associates, Inc.",Other,"Faller, Davis, and Associates, Inc. (FDA) is a leading provider of consulting services that enhance the infrastructure and environment throughout Florida. Our firm offers diverse transportation and environmental consulting design services for projects of all sizes throughout the State of Florida. With offices located in Tampa and Orlando, we serve many Florida Department of Transportation Districts and municipalities throughout the region. We have Service Groups that are focused on Highway & Dra",,True,False
Time Management And Organizational Skills,tag_only,https://uk.linkedin.com/jobs/view/biomedical-scientist-at-somerset-nhs-foundation-trust-3803451380,Biomedical Scientist,Somerset NHS Foundation Trust,Other,"Job Summary
You will undertake general and specialist analysis of samples received in Blood Sciences, on a rotational basis throughout all sections of Haematology and Blood Transfusion.
These procedures include the analysis and interpretation of complex results which ultimately leads to the production of a laboratory report, which may impact directly on patient care. You are responsible for informing a Consultant Haematologist of any result that may need immediate clinical action.
Main duties of",,True,False
Time Management And Organizational Skills,tag_only,https://uk.linkedin.com/jobs/view/senior-i-joist-designer-at-thorn-baker-construction-3804280407,Senior I-Joist Designer,Thorn Baker Construction,Other,"Job Title:
Senior I-Joist Designer
Location:
East Midlands
Sector: Timber Frame
Thorn Baker's award-winning housebuilder client is looking for a Senior I-Joist Designer to join their Timber-Build team and become a driving force in the successful growth of their company.
Reporting to the General Manager, the successful candidate will be responsible for producing detailed, accurate quotes and designs to meet client and business requirements whilst leading a small team of estimators.
What's in it f",,True,False
Time Management And Organizational Skills,tag_only,https://www.linkedin.com/jobs/view/systems-software-programmer-at-talent-software-services-3799995108,Systems Software Programmer,TALENT Software Services,SWE,"Are you an experienced Systems Software Programmer with a desire to excel? If so, then Talent Software Services may have the job for you! Our client is seeking an experienced Systems Software Programmer to work at their company in Columbia, IA.
Position Summary:
The event reporting system (ERS) is a custom application built using the ASP.net MVC 5 frameworks. The system tracks incidents for all five of the client secure facilities, contract alternative placements, and county offices. This projec",,True,False
Time Management And Organizational Skills,tag_only,https://www.linkedin.com/jobs/view/swiss-cnc-applications-engineer-at-mangrum-career-solutions-3792498404,Swiss CNC Applications Engineer,Mangrum Career Solutions,Other,"Duties:
Running turnkey projects, demonstrations, and other customer related projects to ensure they are completed on time and within budget
Conducting pre-sale activities and reviews including customer visits, evaluation of opportunities, machine assessment and recommendations, part processing recommendations and development of turnkey proposal
Developing/ implementing custom demonstrations and training customers in the safe set up and operation of CNC machining centers, lathes, grinders, Swiss",,True,False
Time Management And Organizational Skills,tag_only,https://www.linkedin.com/jobs/view/senior-electrical-design-engineer-at-job-juncture-3684129975,Senior Electrical Design Engineer,Job Juncture,Other,"Position Summary
Major established and brand name international company has an excellent opportunity in the south suburban Atlanta, GA area for a
Senior Electrical Design Engineer
to join one of their Product Design Departments. There are major company benefits, 2% profit sharing, and bonus potential as well as relocation assistance nationally.
The Senior Design Engineer manages project to achieve certain targets for vehicles regarding function, performance, durability, cost reduction, ease of m",,True,False
Time Management And Organizational Skills,tag_only,https://www.linkedin.com/jobs/view/senior-creative-designer-at-neil-enterprises-varsity-line-3769585668,Senior Creative Designer,Neil Enterprises - Varsity Line,Other,"Neil Enterprises- The Varsity Line
Founded in 1961, Neil Enterprises, Inc. is a respected family business that serves many different industries and customers. A division of Neil Enterprises, The Varsity Line, is a leading supplier of licensed merchandise to over two thousand college bookstores across the US and Canada. We sell a wide range of products – all decorated with our customers’ licensed logos- including drinkware, keychains, home décor and tailgate gear. We bring excellent quality and o",,True,False
Time Management And Organizational Skills,tag_only,https://www.linkedin.com/jobs/view/hourly-admin-assistant-full-time-at-esfm%C2%AE-usa-3774092551,HOURLY ADMIN ASSISTANT (FULL TIME),ESFM® USA,Other,"ESFM
We have an opening for a full time HOURLY ADMIN ASSISTANT position.
Location: L3 Harris - 333 Sunset Boulevard, Waco, TX 76643 Note: online applications accepted only.
Schedule: Full time schedule; Monday - Friday, more details upon interview.
Requirement: Prior SAP/Ariba accounting experience is preferred, willing to train!
Perks: No weekends!
Starting Pay: $15.00 per hour
ESFM is the corporate Integrated Facilities Management (IFM) division of Compass Group USA and a Keystone member of th",,True,False
Time Management And Organizational Skills,tag_only,https://www.linkedin.com/jobs/view/civil-engineer-at-goodwin-recruiting-3755185398,Civil Engineer,Goodwin Recruiting,Other,"To Apply for this Job Click Here
RELOCATE TO THE BEAUTIFUL MARYLAND BEACHES AND ENJOY THE CONVENIENCE OF TAX-FREE DELAWARE
﻿
Would you like to join a family-focused, full-service Engineering Firm? Our client is adding a
Civil Engineer
to their team and we would love to speak to you about this
AMAZING
opportunity!
Please reach out immediately to schedule a time to discuss your experience and this role.
Contact Wendy Longstreet Wlongstreet@GoodwinRecruiting.com #Goodwinrecruiting
﻿
Civil Engineer ",,True,False
Time Management And Organizational Skills,text_only,https://www.linkedin.com/jobs/view/manufacturing-engineer-at-lhh-3792951248,Manufacturing Engineer,LHH,Other,"LHH Recruitment Solutions has partnered with a national manufacturing company in Clearwater, Florida to find an experienced
Manufacturing Engineer.
This environmentally friendly organization is
focused on technologies, services, and products that are made in the USA. Benefit offerings include medical, dental, vision, short-term disability, paid time off, and 401(k) plan.
Location: Onsite in Clearwater, FL
Salary $85,000 - $95,000
Responsibilities:
Develop fixturing and processing instructions to",,False,True
Time Management And Organizational Skills,text_only,https://www.linkedin.com/jobs/view/project-engineer-1-minneapolis-at-je-dunn-construction-3709551617,Project Engineer 1 - Minneapolis,JE Dunn Construction,Other,"Best People + Right Culture
. These are the driving forces behind JE Dunn’s success.
By hiring inspired people, giving them interesting and challenging work, enabling them with innovative tools, and letting them share in the company’s rewards, we’ve found a sustainable way to grow in our industry for the last 95+ years. Aptitude, JE Dunn’s strategic partner for technology integration services, was born out of the growing need to meet the increasingly complex demands of modern building projects.
",,False,True
Time Management And Organizational Skills,text_only,https://www.linkedin.com/jobs/view/research-associate-biggs-institute-at-ut-health-san-antonio-3581272312,Research Associate (Biggs Institute),UT Health San Antonio,Other,"Job Summary:
We are looking for a talented
data analyst
who is willing to work with advanced big imaging data and machine learning tools. Your work environment will be the Neuroimage Analytics Laboratory (NAL) and the Biggs Institute Neuroimaging Core (BINC). We build advanced neuroimage analytical techniques as part of our work to investigate the origin and progression of neurodegenerative diseases. Data-driven approaches are of special interest in our lab, as we use machine learning and machin",,False,True
Time Management And Organizational Skills,text_only,https://uk.linkedin.com/jobs/view/technical-manager-at-solotech-inc-3777114100,Technical Manager,Solotech Inc.,Other,"‎
Solotech is not accepting Agency/Recruiter submissions
Under the supervision of the Director of Operations, the Technical Manager is responsible for the day to day management of the growing Technical team. This role works closely and in in collaboration with the Applications & Design Service Manager and is responsible for productivity, resource and management of team. This role plays a pivotal part in the implementation of good working methods, standardization, and performance analysis.
Why So",,False,True
Time Management And Organizational Skills,text_only,https://www.linkedin.com/jobs/view/graphic-designer-at-avint-3792417046,Graphic Designer,Avint,Other,"This job requires onsite work in Chantilly, VA**
Currently, Avint is seeking a motivated, career and customer-oriented Graphic Designer to join our team at our Chantilly, VA office.
In order to answer intelligence questions, the FBI must synthesize raw intelligence into objective, all‐source analytic assessments. Analytic assessments enhance customer understanding of threats and enable better‐informed decision making. FBI also employs intelligence analysis to identify and recommend specific oper",,False,True
Time Management And Organizational Skills,text_only,https://www.linkedin.com/jobs/view/enterprise-architect-risk-portfolio-remote-at-kpmg-us-3740821079,"Enterprise Architect, Risk Portfolio - Remote",KPMG US,Other,"Requisition Number:
107687 - 69
Description:
Known for being a great place to work and build a career, KPMG provides audit, tax and advisory services for organizations in today's most important industries. Our growth is driven by delivering real results for our clients. It's also enabled by our culture, which encourages individual development, embraces an inclusive environment, rewards innovative excellence and supports our communities. With qualities like those, it's no wonder we're consistentl",,False,True
Time Management And Organizational Skills,text_only,https://www.linkedin.com/jobs/view/kitchen-and-bath-designer-at-ultimate-staffing-3788403763,Kitchen and Bath Designer,Ultimate Staffing,Other,"A local construction firm that specializes in residential remodeling projects, is seeking a Kitchen and Bath Designer to join their team and showroom. This position will entail customer facing customer service, assisting customers with your creativity, design skills, and industry knowledge to make distinct product selections and create beautiful kitchens and bathrooms. Previous experience in kitchens and bathrooms from design thru ordering is required. to be successful in this role you must be e",,False,True
Time Management And Organizational Skills,text_only,https://www.linkedin.com/jobs/view/senior-business-analyst-fidelity-resume-program-at-reachire-3800147153,Senior Business Analyst - Fidelity Resume Program,reacHIRE,Other,"Making a decision to return to work can be exciting and scary all at the same time. We get it 100% - many of us at reacHIRE are returners, too!! And, we believe meaningful relationships formed along the way back to work should be built on communication and trust. Which is why our team of Program Managers are here to listen to your unique story and help you take the best next steps toward your next opportunity. We are excited to partner with Fidelity Investments for a 6-month return-to-work progr",,False,True
Time Management And Organizational Skills,text_only,https://www.linkedin.com/jobs/view/software-engineer-ii-java-at-jobs-for-humanity-3798754682,Software Engineer II - Java,Jobs for Humanity,SWE,"Company Description
Jobs for Humanity is partnering with FIS Global to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf or Hard of Hearing, Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. This position is open to candidates who reside in and have the legal right to work in the country where the job is l",,False,True
Time Management And Organizational Skills,text_only,https://www.linkedin.com/jobs/view/principal-engineer-system-planning-transmission-hybrid-at-eversource-energy-3796440564,"Principal Engineer, System Planning, Transmission (Hybrid)",Eversource Energy,Other,"The electric power system is undergoing a historic transformation.  Driven by state and federal energy policies, coupled with changing economics and capabilities of emerging technologies, the Transmission System Planning department plays a pivotal role in enabling this transformation.  The Principal Engineer-Special Studies will conduct detailed technical modeling and analysis, perform as project leader, and carry out assignments requiring mastery of the following subject matter.  The Principal ",,False,True
Work Ethic And Professionalism,both,https://www.linkedin.com/jobs/view/hospital-software-analyst-iii-at-natividad-medical-center-nmc-3798169651,Hospital Software Analyst III,Natividad Medical Center (NMC),Other,"Position Description
Application materials will be reviewed in an ongoing basis until positions are filled. Please allow up to (2) two weeks for processing of application materials. (Postmarks and faxes not accepted.) The eligible list established by this recruitment maybe used to fill current and future permanent or temporary vacancies as they arise.
EXAM#23/16C62/12SS
Position Description
Natividad is currently seeking to fill a permanent, full-time
Hospital Software Analyst III.
Under general",,True,True
Work Ethic And Professionalism,both,https://www.linkedin.com/jobs/view/controls-engineer-plc-siemens-at-thyssenkrupp-3764711953,Controls Engineer - PLC Siemens,thyssenkrupp,Other,"Your responsibilities
Work with process/product engineering and maintenance to make necessary changes to equipment for improvements, system upgrades, preventative procedures, product changes, and new product launches
Contributes to cross-functional project teams supporting activities related to controls issues including, but not limited to, programming PLCs, Human Machine Interface (HMI), robots, welders, and troubleshooting electrical controls
Assist in troubleshooting, diagnosing, and repairin",,True,True
Work Ethic And Professionalism,both,https://www.linkedin.com/jobs/view/quality-engineer-ii-at-gaf-3706130238,Quality Engineer II,GAF,Other,"Job Description:
Introduction
At GAF Commercial we cover more than buildings. We cover each other. No matter what role, tenure, or department, under this roof you are helping to build the market leader in commercial roofing. Under this roof, we are assembling a winning team that puts the customer at the center of every decision and doesn't back down from hard work. Under this roof, we support one another in delivering operational excellence daily, while working to make a positive impact for our ",,True,True
Work Ethic And Professionalism,both,https://www.linkedin.com/jobs/view/radio-frequency-engineer-plasma-technology-at-asm-3746564021,Radio Frequency Engineer (Plasma Technology),ASM,Other,"ASM is a leading global supplier of products, services, and materials for semiconductor processing. For more than half a century, innovation has been at the core of everything we do. Our smart, ambitious people are dedicated to creating cutting-edge solutions for the world’s leading semiconductor providers. Every day we push the development of next-generation computer-chip technology, always staying a few steps ahead of what’s next.
The talented, enthusiastic people at ASM are just like you: ded",,True,True
Work Ethic And Professionalism,both,https://www.linkedin.com/jobs/view/field-engineer-intern-at-flatiron-construction-3689125048,Field Engineer Intern,Flatiron Construction,Other,"Overview
Work and train with the industry's finest professionals! Flatiron's Intern Program provides challenging and rewarding work opportunities for college students majoring in Civil Engineering and Construction Management. We are looking for candidates to fill open positions in our East Coast Division.
As an Intern, you will be given the opportunity to apply your academic training and skills in a real-world setting at any number of project locations. In addition, you will assist the project m",,True,True
